"subject_id","condition","category","label","selected_group","selected_group_location","selected_group_semantics","selected_concurrent_func","category_complexity","category_function","trial_index"
"b7c624f2-e091-4b57-aa10-b0f3918dcb94","count","high complexity, low function","garn","img/stim_hclf_b.png","left","ind",0,"high","low",2
"b7c624f2-e091-4b57-aa10-b0f3918dcb94","count","medium complexity, medium function","zorp","img/stim_mcmf_b.png","right","con",1,"medium","medium",3
"b7c624f2-e091-4b57-aa10-b0f3918dcb94","count","low complexity, low function","blicket","img/stim_lclf_b.png","left","con",1,"low","low",4
"b7c624f2-e091-4b57-aa10-b0f3918dcb94","count","low complexity, high function","sarel","img/stim_lchf_a.png","right","con",1,"low","high",5
"5ed92ec5-7fd7-4f2e-af73-79322dd4abdf","count","low complexity, high function","toma","img/stim_lchf_b.png","right","ind",0,"low","high",1
"5ed92ec5-7fd7-4f2e-af73-79322dd4abdf","count","medium complexity, medium function","blicket","img/stim_mcmf_a.png","left","con",1,"medium","medium",2
"5ed92ec5-7fd7-4f2e-af73-79322dd4abdf","count","low complexity, low function","zorp","img/stim_lclf_a.png","right","ind",0,"low","low",3
"5ed92ec5-7fd7-4f2e-af73-79322dd4abdf","count","high complexity, low function","sarel","img/stim_hclf_b.png","left","con",1,"high","low",4
"5ed92ec5-7fd7-4f2e-af73-79322dd4abdf","count","high complexity, high function","garn","img/stim_hchf_b.png","left","con",1,"high","high",5
"32dee270-c6f9-424d-a53a-863d2d2635dd","count","low complexity, high function","toma","img/stim_lchf_b.png","right","ind",0,"low","high",1
"32dee270-c6f9-424d-a53a-863d2d2635dd","count","low complexity, low function","sarel","img/stim_lclf_a.png","right","ind",0,"low","low",2
"32dee270-c6f9-424d-a53a-863d2d2635dd","count","high complexity, low function","zorp","img/stim_hclf_a.png","left","ind",0,"high","low",3
"32dee270-c6f9-424d-a53a-863d2d2635dd","count","medium complexity, medium function","garn","img/stim_mcmf_b.png","right","ind",0,"medium","medium",4
"32dee270-c6f9-424d-a53a-863d2d2635dd","count","high complexity, high function","blicket","img/stim_hchf_b.png","right","ind",0,"high","high",5
"66a09bd3-e2e3-42de-a5e3-12827134ed15","count","low complexity, low function","zorp","img/stim_lclf_a.png","right","ind",0,"low","low",1
"66a09bd3-e2e3-42de-a5e3-12827134ed15","count","high complexity, low function","blicket","img/stim_hclf_b.png","right","ind",0,"high","low",2
"66a09bd3-e2e3-42de-a5e3-12827134ed15","count","medium complexity, medium function","garn","img/stim_mcmf_b.png","right","ind",0,"medium","medium",3
"66a09bd3-e2e3-42de-a5e3-12827134ed15","count","low complexity, high function","toma","img/stim_lchf_a.png","left","ind",0,"low","high",4
"66a09bd3-e2e3-42de-a5e3-12827134ed15","count","high complexity, high function","sarel","img/stim_hchf_a.png","right","ind",0,"high","high",5
"b672c17a-c297-42d8-a37e-3bd37ad4361e","count","high complexity, low function","blicket","img/stim_hclf_a.png","left","ind",0,"high","low",1
"b672c17a-c297-42d8-a37e-3bd37ad4361e","count","high complexity, high function","toma","img/stim_hchf_a.png","right","con",1,"high","high",2
"b672c17a-c297-42d8-a37e-3bd37ad4361e","count","medium complexity, medium function","sarel","img/stim_mcmf_b.png","left","ind",0,"medium","medium",3
"b672c17a-c297-42d8-a37e-3bd37ad4361e","count","low complexity, low function","garn","img/stim_lclf_a.png","left","con",1,"low","low",4
"b672c17a-c297-42d8-a37e-3bd37ad4361e","count","low complexity, high function","zorp","img/stim_lchf_a.png","right","con",1,"low","high",5
"682f036d-2699-4ae8-a6c8-d538803ad524","count","low complexity, low function","garn","img/stim_lclf_a.png","right","ind",0,"low","low",1
"682f036d-2699-4ae8-a6c8-d538803ad524","count","medium complexity, medium function","blicket","img/stim_mcmf_b.png","right","ind",0,"medium","medium",2
"682f036d-2699-4ae8-a6c8-d538803ad524","count","low complexity, high function","zorp","img/stim_lchf_b.png","left","ind",0,"low","high",3
"682f036d-2699-4ae8-a6c8-d538803ad524","count","high complexity, high function","sarel","img/stim_hchf_b.png","right","ind",0,"high","high",4
"682f036d-2699-4ae8-a6c8-d538803ad524","count","high complexity, low function","toma","img/stim_hclf_a.png","right","ind",0,"high","low",5
"68d352ed-ed22-47a9-9f7c-45ae65a06b93","count","low complexity, low function","zorp","img/stim_lclf_a.png","right","ind",0,"low","low",1
"68d352ed-ed22-47a9-9f7c-45ae65a06b93","count","high complexity, high function","blicket","img/stim_hchf_a.png","left","ind",0,"high","high",2
"68d352ed-ed22-47a9-9f7c-45ae65a06b93","count","high complexity, low function","sarel","img/stim_hclf_b.png","right","con",1,"high","low",3
"68d352ed-ed22-47a9-9f7c-45ae65a06b93","count","low complexity, high function","toma","img/stim_lchf_b.png","right","con",1,"low","high",4
"68d352ed-ed22-47a9-9f7c-45ae65a06b93","count","medium complexity, medium function","garn","img/stim_mcmf_a.png","right","ind",0,"medium","medium",5
"43218a14-af23-4721-8434-6a10d45060cf","count","low complexity, low function","toma","img/stim_lclf_a.png","left","con",1,"low","low",1
"43218a14-af23-4721-8434-6a10d45060cf","count","low complexity, high function","sarel","img/stim_lchf_a.png","left","con",1,"low","high",2
"43218a14-af23-4721-8434-6a10d45060cf","count","medium complexity, medium function","garn","img/stim_mcmf_a.png","right","ind",0,"medium","medium",3
"43218a14-af23-4721-8434-6a10d45060cf","count","high complexity, low function","zorp","img/stim_hclf_b.png","left","ind",0,"high","low",4
"43218a14-af23-4721-8434-6a10d45060cf","count","high complexity, high function","blicket","img/stim_hchf_b.png","left","con",1,"high","high",5
"4e557bc6-b72c-46d0-89fe-e0884015b122","count","medium complexity, medium function","toma","img/stim_mcmf_a.png","left","ind",0,"medium","medium",1
"4e557bc6-b72c-46d0-89fe-e0884015b122","count","low complexity, high function","blicket","img/stim_lchf_a.png","right","ind",0,"low","high",2
"4e557bc6-b72c-46d0-89fe-e0884015b122","count","low complexity, low function","garn","img/stim_lclf_b.png","right","ind",0,"low","low",3
"4e557bc6-b72c-46d0-89fe-e0884015b122","count","high complexity, low function","sarel","img/stim_hclf_a.png","left","ind",0,"high","low",4
"4e557bc6-b72c-46d0-89fe-e0884015b122","count","high complexity, high function","zorp","img/stim_hchf_a.png","right","ind",0,"high","high",5
"b249795c-12f1-4991-94c6-689775312292","count","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","con",1,"medium","medium",1
"b249795c-12f1-4991-94c6-689775312292","count","low complexity, high function","blicket","img/stim_lchf_b.png","right","con",1,"low","high",2
"b249795c-12f1-4991-94c6-689775312292","count","low complexity, low function","zorp","img/stim_lclf_b.png","right","ind",0,"low","low",3
"b249795c-12f1-4991-94c6-689775312292","count","high complexity, low function","toma","img/stim_hclf_b.png","right","con",1,"high","low",4
"b249795c-12f1-4991-94c6-689775312292","count","high complexity, high function","sarel","img/stim_hchf_b.png","left","ind",0,"high","high",5
"d6a4a16f-26ec-4d15-b6c2-832991a9e86f","count","high complexity, high function","sarel","img/stim_hchf_b.png","left","con",1,"high","high",1
"d6a4a16f-26ec-4d15-b6c2-832991a9e86f","count","low complexity, low function","zorp","img/stim_lclf_b.png","right","ind",0,"low","low",2
"d6a4a16f-26ec-4d15-b6c2-832991a9e86f","count","low complexity, high function","garn","img/stim_lchf_a.png","left","ind",0,"low","high",3
"d6a4a16f-26ec-4d15-b6c2-832991a9e86f","count","high complexity, low function","blicket","img/stim_hclf_a.png","right","con",1,"high","low",4
"d6a4a16f-26ec-4d15-b6c2-832991a9e86f","count","medium complexity, medium function","toma","img/stim_mcmf_b.png","left","ind",0,"medium","medium",5
"6e359d19-6c3a-4412-b11f-dadafbf09370","count","high complexity, high function","zorp","img/stim_hchf_a.png","right","ind",0,"high","high",1
"6e359d19-6c3a-4412-b11f-dadafbf09370","count","medium complexity, medium function","garn","img/stim_mcmf_b.png","right","ind",0,"medium","medium",2
"6e359d19-6c3a-4412-b11f-dadafbf09370","count","high complexity, low function","toma","img/stim_hclf_a.png","left","ind",0,"high","low",3
"6e359d19-6c3a-4412-b11f-dadafbf09370","count","low complexity, high function","sarel","img/stim_lchf_a.png","left","ind",0,"low","high",4
"6e359d19-6c3a-4412-b11f-dadafbf09370","count","low complexity, low function","blicket","img/stim_lclf_a.png","left","ind",0,"low","low",5
"16343ad0-f158-4d4d-a369-ccccaf734f38","count","medium complexity, medium function","sarel","img/stim_mcmf_b.png","right","con",1,"medium","medium",1
"16343ad0-f158-4d4d-a369-ccccaf734f38","count","low complexity, high function","blicket","img/stim_lchf_a.png","left","con",1,"low","high",2
"16343ad0-f158-4d4d-a369-ccccaf734f38","count","low complexity, low function","garn","img/stim_lclf_a.png","left","ind",0,"low","low",3
"16343ad0-f158-4d4d-a369-ccccaf734f38","count","high complexity, low function","zorp","img/stim_hclf_b.png","right","con",1,"high","low",4
"16343ad0-f158-4d4d-a369-ccccaf734f38","count","high complexity, high function","toma","img/stim_hchf_b.png","right","con",1,"high","high",5
"876566bf-5e99-44dd-b7cf-80531c8658b9","count","high complexity, low function","toma","img/stim_hclf_b.png","left","ind",0,"high","low",1
"876566bf-5e99-44dd-b7cf-80531c8658b9","count","high complexity, high function","blicket","img/stim_hchf_a.png","right","ind",0,"high","high",2
"876566bf-5e99-44dd-b7cf-80531c8658b9","count","low complexity, low function","zorp","img/stim_lclf_a.png","right","ind",0,"low","low",3
"876566bf-5e99-44dd-b7cf-80531c8658b9","count","low complexity, high function","sarel","img/stim_lchf_a.png","left","ind",0,"low","high",4
"876566bf-5e99-44dd-b7cf-80531c8658b9","count","medium complexity, medium function","garn","img/stim_mcmf_a.png","left","ind",0,"medium","medium",5
"45eceb3e-9f5a-40d7-8d0b-b878e807c2db","count","medium complexity, medium function","zorp","img/stim_mcmf_b.png","right","ind",0,"medium","medium",1
"45eceb3e-9f5a-40d7-8d0b-b878e807c2db","count","low complexity, high function","blicket","img/stim_lchf_b.png","left","ind",0,"low","high",2
"45eceb3e-9f5a-40d7-8d0b-b878e807c2db","count","low complexity, low function","sarel","img/stim_lclf_b.png","right","con",1,"low","low",3
"45eceb3e-9f5a-40d7-8d0b-b878e807c2db","count","high complexity, high function","toma","img/stim_hchf_a.png","left","ind",0,"high","high",4
"45eceb3e-9f5a-40d7-8d0b-b878e807c2db","count","high complexity, low function","garn","img/stim_hclf_a.png","left","ind",0,"high","low",5
"623207e7-2828-4e1d-8ffd-69254199db2b","count","low complexity, high function","zorp","img/stim_lchf_b.png","right","ind",0,"low","high",1
"623207e7-2828-4e1d-8ffd-69254199db2b","count","high complexity, high function","garn","img/stim_hchf_b.png","left","ind",0,"high","high",2
"623207e7-2828-4e1d-8ffd-69254199db2b","count","high complexity, low function","sarel","img/stim_hclf_b.png","right","ind",0,"high","low",3
"623207e7-2828-4e1d-8ffd-69254199db2b","count","low complexity, low function","blicket","img/stim_lclf_b.png","right","con",1,"low","low",4
"623207e7-2828-4e1d-8ffd-69254199db2b","count","medium complexity, medium function","toma","img/stim_mcmf_a.png","left","ind",0,"medium","medium",5
"832bfb0c-ffef-4d2a-94db-44727fb64636","count","low complexity, low function","blicket","img/stim_lclf_a.png","left","ind",0,"low","low",1
"832bfb0c-ffef-4d2a-94db-44727fb64636","count","high complexity, high function","zorp","img/stim_hchf_a.png","left","con",1,"high","high",2
"832bfb0c-ffef-4d2a-94db-44727fb64636","count","medium complexity, medium function","sarel","img/stim_mcmf_a.png","right","con",1,"medium","medium",3
"832bfb0c-ffef-4d2a-94db-44727fb64636","count","low complexity, high function","toma","img/stim_lchf_b.png","left","con",1,"low","high",4
"832bfb0c-ffef-4d2a-94db-44727fb64636","count","high complexity, low function","garn","img/stim_hclf_a.png","right","con",1,"high","low",5
"f986239d-42e4-47f7-bf5c-24746b458323","count","low complexity, high function","toma","img/stim_lchf_a.png","right","con",1,"low","high",1
"f986239d-42e4-47f7-bf5c-24746b458323","count","high complexity, low function","sarel","img/stim_hclf_b.png","right","ind",0,"high","low",2
"f986239d-42e4-47f7-bf5c-24746b458323","count","high complexity, high function","blicket","img/stim_hchf_a.png","right","ind",0,"high","high",3
"f986239d-42e4-47f7-bf5c-24746b458323","count","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","ind",0,"medium","medium",4
"f986239d-42e4-47f7-bf5c-24746b458323","count","low complexity, low function","zorp","img/stim_lclf_a.png","right","ind",0,"low","low",5
"9055f1ae-8e9c-4ffb-bf22-d6fd5e8346f9","count","high complexity, high function","zorp","img/stim_hchf_a.png","right","con",1,"high","high",1
"9055f1ae-8e9c-4ffb-bf22-d6fd5e8346f9","count","low complexity, low function","sarel","img/stim_lclf_a.png","right","ind",0,"low","low",2
"9055f1ae-8e9c-4ffb-bf22-d6fd5e8346f9","count","low complexity, high function","toma","img/stim_lchf_b.png","left","ind",0,"low","high",3
"9055f1ae-8e9c-4ffb-bf22-d6fd5e8346f9","count","medium complexity, medium function","garn","img/stim_mcmf_a.png","left","con",1,"medium","medium",4
"9055f1ae-8e9c-4ffb-bf22-d6fd5e8346f9","count","high complexity, low function","blicket","img/stim_hclf_b.png","right","con",1,"high","low",5
"c2284140-9fd1-4d51-acca-c4c6f8bfd1aa","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","ind",0,"medium","medium",1
"c2284140-9fd1-4d51-acca-c4c6f8bfd1aa","mass","low complexity, low function","sarel","img/stim_lclf_a.png","left","ind",0,"low","low",2
"c2284140-9fd1-4d51-acca-c4c6f8bfd1aa","mass","high complexity, low function","blicket","img/stim_hclf_b.png","right","ind",0,"high","low",3
"c2284140-9fd1-4d51-acca-c4c6f8bfd1aa","mass","low complexity, high function","toma","img/stim_lchf_a.png","right","con",1,"low","high",4
"c2284140-9fd1-4d51-acca-c4c6f8bfd1aa","mass","high complexity, high function","zorp","img/stim_hchf_a.png","left","ind",0,"high","high",5
"51e77891-eed2-49ff-b304-390aca2a6224","mass","low complexity, low function","blicket","img/stim_lclf_a.png","right","ind",0,"low","low",1
"51e77891-eed2-49ff-b304-390aca2a6224","mass","high complexity, low function","sarel","img/stim_hclf_b.png","right","con",1,"high","low",2
"51e77891-eed2-49ff-b304-390aca2a6224","mass","high complexity, high function","zorp","img/stim_hchf_a.png","left","ind",0,"high","high",3
"51e77891-eed2-49ff-b304-390aca2a6224","mass","low complexity, high function","toma","img/stim_lchf_a.png","left","con",1,"low","high",4
"51e77891-eed2-49ff-b304-390aca2a6224","mass","medium complexity, medium function","garn","img/stim_mcmf_a.png","left","con",1,"medium","medium",5
"e2a8fe61-aa95-4566-9c2e-bfae96c28372","mass","low complexity, high function","toma","img/stim_lchf_a.png","right","con",1,"low","high",1
"e2a8fe61-aa95-4566-9c2e-bfae96c28372","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","con",1,"high","low",2
"e2a8fe61-aa95-4566-9c2e-bfae96c28372","mass","high complexity, high function","garn","img/stim_hchf_a.png","left","con",1,"high","high",3
"e2a8fe61-aa95-4566-9c2e-bfae96c28372","mass","low complexity, low function","blicket","img/stim_lclf_b.png","right","con",1,"low","low",4
"e2a8fe61-aa95-4566-9c2e-bfae96c28372","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","right","ind",0,"medium","medium",5
"0b13d33f-b855-4d21-a1fd-1f04c906b914","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","con",1,"high","low",1
"0b13d33f-b855-4d21-a1fd-1f04c906b914","mass","low complexity, low function","toma","img/stim_lclf_b.png","left","con",1,"low","low",2
"0b13d33f-b855-4d21-a1fd-1f04c906b914","mass","low complexity, high function","garn","img/stim_lchf_b.png","right","con",1,"low","high",3
"0b13d33f-b855-4d21-a1fd-1f04c906b914","mass","high complexity, high function","blicket","img/stim_hchf_b.png","left","con",1,"high","high",4
"0b13d33f-b855-4d21-a1fd-1f04c906b914","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","left","con",1,"medium","medium",5
"d9b75b20-9aec-4f24-9c2a-29347edff3ff","mass","high complexity, high function","toma","img/stim_hchf_a.png","right","ind",0,"high","high",1
"d9b75b20-9aec-4f24-9c2a-29347edff3ff","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","ind",0,"high","low",2
"d9b75b20-9aec-4f24-9c2a-29347edff3ff","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","left","ind",0,"medium","medium",3
"d9b75b20-9aec-4f24-9c2a-29347edff3ff","mass","low complexity, low function","zorp","img/stim_lclf_b.png","right","ind",0,"low","low",4
"d9b75b20-9aec-4f24-9c2a-29347edff3ff","mass","low complexity, high function","garn","img/stim_lchf_a.png","right","ind",0,"low","high",5
"9c27c575-2574-4b4a-af9f-b5a338978253","mass","high complexity, high function","sarel","img/stim_hchf_b.png","right","con",1,"high","high",1
"9c27c575-2574-4b4a-af9f-b5a338978253","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","right","ind",0,"medium","medium",2
"9c27c575-2574-4b4a-af9f-b5a338978253","mass","low complexity, high function","toma","img/stim_lchf_b.png","right","con",1,"low","high",3
"9c27c575-2574-4b4a-af9f-b5a338978253","mass","low complexity, low function","garn","img/stim_lclf_b.png","left","con",1,"low","low",4
"9c27c575-2574-4b4a-af9f-b5a338978253","mass","high complexity, low function","blicket","img/stim_hclf_a.png","right","ind",0,"high","low",5
"66390e2f-9868-4113-ad30-32be3376c2a7","mass","medium complexity, medium function","sarel","img/stim_mcmf_a.png","left","con",1,"medium","medium",1
"66390e2f-9868-4113-ad30-32be3376c2a7","mass","high complexity, high function","toma","img/stim_hchf_b.png","right","ind",0,"high","high",2
"66390e2f-9868-4113-ad30-32be3376c2a7","mass","low complexity, high function","blicket","img/stim_lchf_b.png","left","ind",0,"low","high",3
"66390e2f-9868-4113-ad30-32be3376c2a7","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","con",1,"low","low",4
"66390e2f-9868-4113-ad30-32be3376c2a7","mass","high complexity, low function","zorp","img/stim_hclf_b.png","left","con",1,"high","low",5
"a579d56b-6a3c-46d4-bb38-b2e0555f2e74","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","ind",0,"medium","medium",1
"a579d56b-6a3c-46d4-bb38-b2e0555f2e74","mass","low complexity, high function","blicket","img/stim_lchf_a.png","right","con",1,"low","high",2
"a579d56b-6a3c-46d4-bb38-b2e0555f2e74","mass","high complexity, low function","zorp","img/stim_hclf_a.png","right","con",1,"high","low",3
"a579d56b-6a3c-46d4-bb38-b2e0555f2e74","mass","high complexity, high function","sarel","img/stim_hchf_a.png","left","ind",0,"high","high",4
"a579d56b-6a3c-46d4-bb38-b2e0555f2e74","mass","low complexity, low function","toma","img/stim_lclf_a.png","right","con",1,"low","low",5
"eacb49bb-b2d9-48af-8b48-919271950afc","mass","medium complexity, medium function","sarel","img/stim_mcmf_a.png","right","ind",0,"medium","medium",1
"eacb49bb-b2d9-48af-8b48-919271950afc","mass","high complexity, high function","zorp","img/stim_hchf_b.png","left","ind",0,"high","high",2
"eacb49bb-b2d9-48af-8b48-919271950afc","mass","high complexity, low function","blicket","img/stim_hclf_a.png","right","ind",0,"high","low",3
"eacb49bb-b2d9-48af-8b48-919271950afc","mass","low complexity, high function","garn","img/stim_lchf_b.png","right","ind",0,"low","high",4
"eacb49bb-b2d9-48af-8b48-919271950afc","mass","low complexity, low function","toma","img/stim_lclf_b.png","right","ind",0,"low","low",5
"fcdd6832-7551-42c9-a82a-018e00e66962","mass","low complexity, high function","toma","img/stim_lchf_a.png","left","ind",0,"low","high",1
"fcdd6832-7551-42c9-a82a-018e00e66962","mass","high complexity, high function","garn","img/stim_hchf_b.png","left","con",1,"high","high",2
"fcdd6832-7551-42c9-a82a-018e00e66962","mass","high complexity, low function","sarel","img/stim_hclf_b.png","right","con",1,"high","low",3
"fcdd6832-7551-42c9-a82a-018e00e66962","mass","low complexity, low function","blicket","img/stim_lclf_b.png","right","ind",0,"low","low",4
"fcdd6832-7551-42c9-a82a-018e00e66962","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","left","ind",0,"medium","medium",5
"e560ac2c-4b4b-4fb5-8b8a-b834f7f59fab","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","con",1,"medium","medium",1
"e560ac2c-4b4b-4fb5-8b8a-b834f7f59fab","mass","high complexity, high function","blicket","img/stim_hchf_b.png","right","ind",0,"high","high",2
"e560ac2c-4b4b-4fb5-8b8a-b834f7f59fab","mass","low complexity, high function","sarel","img/stim_lchf_a.png","left","ind",0,"low","high",3
"e560ac2c-4b4b-4fb5-8b8a-b834f7f59fab","mass","high complexity, low function","toma","img/stim_hclf_b.png","left","ind",0,"high","low",4
"e560ac2c-4b4b-4fb5-8b8a-b834f7f59fab","mass","low complexity, low function","zorp","img/stim_lclf_a.png","right","ind",0,"low","low",5
"d1a0dd93-e75d-4a1d-b238-87e3beb5a0cc","mass","low complexity, high function","blicket","img/stim_lchf_a.png","right","ind",0,"low","high",1
"d1a0dd93-e75d-4a1d-b238-87e3beb5a0cc","mass","low complexity, low function","sarel","img/stim_lclf_b.png","left","ind",0,"low","low",2
"d1a0dd93-e75d-4a1d-b238-87e3beb5a0cc","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","left","con",1,"medium","medium",3
"d1a0dd93-e75d-4a1d-b238-87e3beb5a0cc","mass","high complexity, low function","garn","img/stim_hclf_a.png","right","ind",0,"high","low",4
"d1a0dd93-e75d-4a1d-b238-87e3beb5a0cc","mass","high complexity, high function","toma","img/stim_hchf_a.png","left","ind",0,"high","high",5
"28ee2b2a-c6d7-4f42-8127-f343315fafdb","mass","low complexity, high function","garn","img/stim_lchf_b.png","left","con",1,"low","high",1
"28ee2b2a-c6d7-4f42-8127-f343315fafdb","mass","low complexity, low function","blicket","img/stim_lclf_a.png","right","ind",0,"low","low",2
"28ee2b2a-c6d7-4f42-8127-f343315fafdb","mass","medium complexity, medium function","zorp","img/stim_mcmf_b.png","right","con",1,"medium","medium",3
"28ee2b2a-c6d7-4f42-8127-f343315fafdb","mass","high complexity, low function","sarel","img/stim_hclf_a.png","right","ind",0,"high","low",4
"28ee2b2a-c6d7-4f42-8127-f343315fafdb","mass","high complexity, high function","toma","img/stim_hchf_a.png","right","con",1,"high","high",5
"bcf9d638-2357-44d1-bf38-8d81a4115a6b","mass","high complexity, high function","garn","img/stim_hchf_b.png","left","ind",0,"high","high",1
"bcf9d638-2357-44d1-bf38-8d81a4115a6b","mass","low complexity, high function","zorp","img/stim_lchf_b.png","right","con",1,"low","high",2
"bcf9d638-2357-44d1-bf38-8d81a4115a6b","mass","low complexity, low function","sarel","img/stim_lclf_b.png","left","con",1,"low","low",3
"bcf9d638-2357-44d1-bf38-8d81a4115a6b","mass","high complexity, low function","toma","img/stim_hclf_b.png","left","con",1,"high","low",4
"bcf9d638-2357-44d1-bf38-8d81a4115a6b","mass","medium complexity, medium function","blicket","img/stim_mcmf_b.png","left","con",1,"medium","medium",5
"8ec5d2fb-3f9a-4788-b60d-2160dd1e96bc","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","right","con",1,"medium","medium",1
"8ec5d2fb-3f9a-4788-b60d-2160dd1e96bc","mass","high complexity, low function","blicket","img/stim_hclf_a.png","left","con",1,"high","low",2
"8ec5d2fb-3f9a-4788-b60d-2160dd1e96bc","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","ind",0,"low","low",3
"8ec5d2fb-3f9a-4788-b60d-2160dd1e96bc","mass","high complexity, high function","sarel","img/stim_hchf_a.png","right","con",1,"high","high",4
"8ec5d2fb-3f9a-4788-b60d-2160dd1e96bc","mass","low complexity, high function","toma","img/stim_lchf_a.png","right","con",1,"low","high",5
"c011fb61-46d7-4edd-8b98-144a2e290faf","mass","low complexity, low function","garn","img/stim_lclf_a.png","left","ind",0,"low","low",1
"c011fb61-46d7-4edd-8b98-144a2e290faf","mass","high complexity, low function","toma","img/stim_hclf_a.png","left","con",1,"high","low",2
"c011fb61-46d7-4edd-8b98-144a2e290faf","mass","medium complexity, medium function","sarel","img/stim_mcmf_b.png","right","ind",0,"medium","medium",3
"c011fb61-46d7-4edd-8b98-144a2e290faf","mass","low complexity, high function","blicket","img/stim_lchf_a.png","right","con",1,"low","high",4
"c011fb61-46d7-4edd-8b98-144a2e290faf","mass","high complexity, high function","zorp","img/stim_hchf_a.png","left","con",1,"high","high",5
"cee918a3-e031-49bf-bab5-4d53cf711fd9","mass","high complexity, low function","sarel","img/stim_hclf_a.png","right","ind",0,"high","low",1
"cee918a3-e031-49bf-bab5-4d53cf711fd9","mass","low complexity, high function","toma","img/stim_lchf_a.png","right","ind",0,"low","high",2
"cee918a3-e031-49bf-bab5-4d53cf711fd9","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","con",1,"medium","medium",3
"cee918a3-e031-49bf-bab5-4d53cf711fd9","mass","high complexity, high function","blicket","img/stim_hchf_a.png","right","ind",0,"high","high",4
"cee918a3-e031-49bf-bab5-4d53cf711fd9","mass","low complexity, low function","zorp","img/stim_lclf_b.png","left","con",1,"low","low",5
"d90f43f4-675c-4213-ad26-ef25f4e33555","mass","high complexity, high function","zorp","img/stim_hchf_b.png","right","ind",0,"high","high",1
"d90f43f4-675c-4213-ad26-ef25f4e33555","mass","low complexity, high function","blicket","img/stim_lchf_b.png","left","ind",0,"low","high",2
"d90f43f4-675c-4213-ad26-ef25f4e33555","mass","medium complexity, medium function","toma","img/stim_mcmf_b.png","right","ind",0,"medium","medium",3
"d90f43f4-675c-4213-ad26-ef25f4e33555","mass","low complexity, low function","sarel","img/stim_lclf_a.png","right","ind",0,"low","low",4
"d90f43f4-675c-4213-ad26-ef25f4e33555","mass","high complexity, low function","garn","img/stim_hclf_b.png","left","ind",0,"high","low",5
