"","subject_id","condition","category","label","selected_group","selected_group_location","selected_group_semantics","selected_concurrent_func","category_complexity","category_function","trial_index"
"183","d40432d2-3153-4db3-b25d-51d2d0e1a341","count","high complexity, low function","sarel","img/stim_hclf_b.png","right","con",1,"high","low",3
"184","d40432d2-3153-4db3-b25d-51d2d0e1a341","count","low complexity, high function","toma","img/stim_lchf_b.png","right","con",1,"low","high",4
"185","d40432d2-3153-4db3-b25d-51d2d0e1a341","count","medium complexity, medium function","garn","img/stim_mcmf_a.png","right","ind",0,"medium","medium",5
"186","1f48d823-b216-4693-97ed-12b06c7ae8f9","count","low complexity, low function","toma","img/stim_lclf_a.png","left","con",1,"low","low",1
"187","1f48d823-b216-4693-97ed-12b06c7ae8f9","count","low complexity, high function","sarel","img/stim_lchf_a.png","left","con",1,"low","high",2
"188","1f48d823-b216-4693-97ed-12b06c7ae8f9","count","medium complexity, medium function","garn","img/stim_mcmf_a.png","right","ind",0,"medium","medium",3
"189","1f48d823-b216-4693-97ed-12b06c7ae8f9","count","high complexity, low function","zorp","img/stim_hclf_b.png","left","ind",0,"high","low",4
"190","1f48d823-b216-4693-97ed-12b06c7ae8f9","count","high complexity, high function","blicket","img/stim_hchf_b.png","left","con",1,"high","high",5
"191","3839094a-f0b1-4a40-b368-a4b4ae4cd8d4","count","medium complexity, medium function","toma","img/stim_mcmf_a.png","left","ind",0,"medium","medium",1
"192","3839094a-f0b1-4a40-b368-a4b4ae4cd8d4","count","low complexity, high function","blicket","img/stim_lchf_a.png","right","ind",0,"low","high",2
"193","3839094a-f0b1-4a40-b368-a4b4ae4cd8d4","count","low complexity, low function","garn","img/stim_lclf_b.png","right","ind",0,"low","low",3
"194","3839094a-f0b1-4a40-b368-a4b4ae4cd8d4","count","high complexity, low function","sarel","img/stim_hclf_a.png","left","ind",0,"high","low",4
"195","3839094a-f0b1-4a40-b368-a4b4ae4cd8d4","count","high complexity, high function","zorp","img/stim_hchf_a.png","right","ind",0,"high","high",5
"196","d2338da7-9f1b-41f3-a91e-a62e635afc13","count","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","con",1,"medium","medium",1
"197","d2338da7-9f1b-41f3-a91e-a62e635afc13","count","low complexity, high function","blicket","img/stim_lchf_b.png","right","con",1,"low","high",2
"198","d2338da7-9f1b-41f3-a91e-a62e635afc13","count","low complexity, low function","zorp","img/stim_lclf_b.png","right","ind",0,"low","low",3
"199","d2338da7-9f1b-41f3-a91e-a62e635afc13","count","high complexity, low function","toma","img/stim_hclf_b.png","right","con",1,"high","low",4
"200","d2338da7-9f1b-41f3-a91e-a62e635afc13","count","high complexity, high function","sarel","img/stim_hchf_b.png","left","ind",0,"high","high",5
"201","9fcb9ae8-8e77-4278-b1c8-f2ebcd93c625","count","high complexity, high function","zorp","img/stim_hchf_a.png","right","ind",0,"high","high",1
"202","9fcb9ae8-8e77-4278-b1c8-f2ebcd93c625","count","medium complexity, medium function","garn","img/stim_mcmf_b.png","right","ind",0,"medium","medium",2
"203","9fcb9ae8-8e77-4278-b1c8-f2ebcd93c625","count","high complexity, low function","toma","img/stim_hclf_a.png","left","ind",0,"high","low",3
"204","9fcb9ae8-8e77-4278-b1c8-f2ebcd93c625","count","low complexity, high function","sarel","img/stim_lchf_a.png","left","ind",0,"low","high",4
"205","9fcb9ae8-8e77-4278-b1c8-f2ebcd93c625","count","low complexity, low function","blicket","img/stim_lclf_a.png","left","ind",0,"low","low",5
"206","0114ad30-7214-4573-9a98-8fd78f739eb9","count","medium complexity, medium function","sarel","img/stim_mcmf_b.png","right","con",1,"medium","medium",1
"207","0114ad30-7214-4573-9a98-8fd78f739eb9","count","low complexity, high function","blicket","img/stim_lchf_a.png","left","con",1,"low","high",2
"208","0114ad30-7214-4573-9a98-8fd78f739eb9","count","low complexity, low function","garn","img/stim_lclf_a.png","left","ind",0,"low","low",3
"209","0114ad30-7214-4573-9a98-8fd78f739eb9","count","high complexity, low function","zorp","img/stim_hclf_b.png","right","con",1,"high","low",4
"210","0114ad30-7214-4573-9a98-8fd78f739eb9","count","high complexity, high function","toma","img/stim_hchf_b.png","right","con",1,"high","high",5
"211","ba343b12-92e5-44c6-9a49-a28252883cc2","count","medium complexity, medium function","zorp","img/stim_mcmf_b.png","right","ind",0,"medium","medium",1
"212","ba343b12-92e5-44c6-9a49-a28252883cc2","count","low complexity, high function","blicket","img/stim_lchf_b.png","left","ind",0,"low","high",2
"213","ba343b12-92e5-44c6-9a49-a28252883cc2","count","low complexity, low function","sarel","img/stim_lclf_b.png","right","con",1,"low","low",3
"214","ba343b12-92e5-44c6-9a49-a28252883cc2","count","high complexity, high function","toma","img/stim_hchf_a.png","left","ind",0,"high","high",4
"215","ba343b12-92e5-44c6-9a49-a28252883cc2","count","high complexity, low function","garn","img/stim_hclf_a.png","left","ind",0,"high","low",5
"216","c1dc82da-8320-4246-98aa-ef08c5c433ec","count","low complexity, high function","zorp","img/stim_lchf_b.png","right","ind",0,"low","high",1
"217","c1dc82da-8320-4246-98aa-ef08c5c433ec","count","high complexity, high function","garn","img/stim_hchf_b.png","left","ind",0,"high","high",2
"218","c1dc82da-8320-4246-98aa-ef08c5c433ec","count","high complexity, low function","sarel","img/stim_hclf_b.png","right","ind",0,"high","low",3
"219","c1dc82da-8320-4246-98aa-ef08c5c433ec","count","low complexity, low function","blicket","img/stim_lclf_b.png","right","con",1,"low","low",4
"220","c1dc82da-8320-4246-98aa-ef08c5c433ec","count","medium complexity, medium function","toma","img/stim_mcmf_a.png","left","ind",0,"medium","medium",5
"221","b3fa3944-f7df-4022-b95f-5ff3a7fc32b4","count","high complexity, high function","zorp","img/stim_hchf_a.png","right","con",1,"high","high",1
"222","b3fa3944-f7df-4022-b95f-5ff3a7fc32b4","count","low complexity, low function","sarel","img/stim_lclf_a.png","right","ind",0,"low","low",2
"223","b3fa3944-f7df-4022-b95f-5ff3a7fc32b4","count","low complexity, high function","toma","img/stim_lchf_b.png","left","ind",0,"low","high",3
"224","b3fa3944-f7df-4022-b95f-5ff3a7fc32b4","count","medium complexity, medium function","garn","img/stim_mcmf_a.png","left","con",1,"medium","medium",4
"225","b3fa3944-f7df-4022-b95f-5ff3a7fc32b4","count","high complexity, low function","blicket","img/stim_hclf_b.png","right","con",1,"high","low",5
"226","673b42b0-a9ac-4095-9eca-f22b87f73601","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","ind",0,"medium","medium",1
"227","673b42b0-a9ac-4095-9eca-f22b87f73601","mass","low complexity, low function","sarel","img/stim_lclf_a.png","left","ind",0,"low","low",2
"228","673b42b0-a9ac-4095-9eca-f22b87f73601","mass","high complexity, low function","blicket","img/stim_hclf_b.png","right","ind",0,"high","low",3
"229","673b42b0-a9ac-4095-9eca-f22b87f73601","mass","low complexity, high function","toma","img/stim_lchf_a.png","right","con",1,"low","high",4
"230","673b42b0-a9ac-4095-9eca-f22b87f73601","mass","high complexity, high function","zorp","img/stim_hchf_a.png","left","ind",0,"high","high",5
"231","0798d5bd-cb9d-4b89-b7c4-151acf68e570","mass","low complexity, low function","blicket","img/stim_lclf_a.png","right","ind",0,"low","low",1
"232","0798d5bd-cb9d-4b89-b7c4-151acf68e570","mass","high complexity, low function","sarel","img/stim_hclf_b.png","right","con",1,"high","low",2
"233","0798d5bd-cb9d-4b89-b7c4-151acf68e570","mass","high complexity, high function","zorp","img/stim_hchf_a.png","left","ind",0,"high","high",3
"234","0798d5bd-cb9d-4b89-b7c4-151acf68e570","mass","low complexity, high function","toma","img/stim_lchf_a.png","left","con",1,"low","high",4
"235","0798d5bd-cb9d-4b89-b7c4-151acf68e570","mass","medium complexity, medium function","garn","img/stim_mcmf_a.png","left","con",1,"medium","medium",5
"236","8134294d-5296-4f38-9c1a-0dc206ea1b3f","mass","low complexity, high function","toma","img/stim_lchf_a.png","right","con",1,"low","high",1
"237","8134294d-5296-4f38-9c1a-0dc206ea1b3f","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","con",1,"high","low",2
"238","8134294d-5296-4f38-9c1a-0dc206ea1b3f","mass","high complexity, high function","garn","img/stim_hchf_a.png","left","con",1,"high","high",3
"239","8134294d-5296-4f38-9c1a-0dc206ea1b3f","mass","low complexity, low function","blicket","img/stim_lclf_b.png","right","con",1,"low","low",4
"240","8134294d-5296-4f38-9c1a-0dc206ea1b3f","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","right","ind",0,"medium","medium",5
"241","2539a139-f397-4759-8464-a884a7694c8d","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","con",1,"high","low",1
"242","2539a139-f397-4759-8464-a884a7694c8d","mass","low complexity, low function","toma","img/stim_lclf_b.png","left","con",1,"low","low",2
"243","2539a139-f397-4759-8464-a884a7694c8d","mass","low complexity, high function","garn","img/stim_lchf_b.png","right","con",1,"low","high",3
"244","2539a139-f397-4759-8464-a884a7694c8d","mass","high complexity, high function","blicket","img/stim_hchf_b.png","left","con",1,"high","high",4
"245","2539a139-f397-4759-8464-a884a7694c8d","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","left","con",1,"medium","medium",5
"246","ff99d6d7-ea39-40a2-a373-2dd639585610","mass","high complexity, high function","toma","img/stim_hchf_a.png","right","ind",0,"high","high",1
"247","ff99d6d7-ea39-40a2-a373-2dd639585610","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","ind",0,"high","low",2
"248","ff99d6d7-ea39-40a2-a373-2dd639585610","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","left","ind",0,"medium","medium",3
"249","ff99d6d7-ea39-40a2-a373-2dd639585610","mass","low complexity, low function","zorp","img/stim_lclf_b.png","right","ind",0,"low","low",4
"250","ff99d6d7-ea39-40a2-a373-2dd639585610","mass","low complexity, high function","garn","img/stim_lchf_a.png","right","ind",0,"low","high",5
"251","953f6b10-086b-41c5-941a-9f62bf665046","mass","high complexity, high function","sarel","img/stim_hchf_b.png","right","con",1,"high","high",1
"252","953f6b10-086b-41c5-941a-9f62bf665046","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","right","ind",0,"medium","medium",2
"253","953f6b10-086b-41c5-941a-9f62bf665046","mass","low complexity, high function","toma","img/stim_lchf_b.png","right","con",1,"low","high",3
"254","953f6b10-086b-41c5-941a-9f62bf665046","mass","low complexity, low function","garn","img/stim_lclf_b.png","left","con",1,"low","low",4
"255","953f6b10-086b-41c5-941a-9f62bf665046","mass","high complexity, low function","blicket","img/stim_hclf_a.png","right","ind",0,"high","low",5
"256","43263452-0889-4f07-ae85-a7f59f3062ec","mass","medium complexity, medium function","sarel","img/stim_mcmf_a.png","left","con",1,"medium","medium",1
"257","43263452-0889-4f07-ae85-a7f59f3062ec","mass","high complexity, high function","toma","img/stim_hchf_b.png","right","ind",0,"high","high",2
"258","43263452-0889-4f07-ae85-a7f59f3062ec","mass","low complexity, high function","blicket","img/stim_lchf_b.png","left","ind",0,"low","high",3
"259","43263452-0889-4f07-ae85-a7f59f3062ec","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","con",1,"low","low",4
"260","43263452-0889-4f07-ae85-a7f59f3062ec","mass","high complexity, low function","zorp","img/stim_hclf_b.png","left","con",1,"high","low",5
"261","73a4cce6-b536-47a9-bf32-326eb62d19c3","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","ind",0,"medium","medium",1
"262","73a4cce6-b536-47a9-bf32-326eb62d19c3","mass","low complexity, high function","blicket","img/stim_lchf_a.png","right","con",1,"low","high",2
"263","73a4cce6-b536-47a9-bf32-326eb62d19c3","mass","high complexity, low function","zorp","img/stim_hclf_a.png","right","con",1,"high","low",3
"264","73a4cce6-b536-47a9-bf32-326eb62d19c3","mass","high complexity, high function","sarel","img/stim_hchf_a.png","left","ind",0,"high","high",4
"265","73a4cce6-b536-47a9-bf32-326eb62d19c3","mass","low complexity, low function","toma","img/stim_lclf_a.png","right","con",1,"low","low",5
"266","c7d0bbb2-c626-4bd9-bc22-a873fc21b3ce","mass","medium complexity, medium function","sarel","img/stim_mcmf_a.png","right","ind",0,"medium","medium",1
"267","c7d0bbb2-c626-4bd9-bc22-a873fc21b3ce","mass","high complexity, high function","zorp","img/stim_hchf_b.png","left","ind",0,"high","high",2
"268","c7d0bbb2-c626-4bd9-bc22-a873fc21b3ce","mass","high complexity, low function","blicket","img/stim_hclf_a.png","right","ind",0,"high","low",3
"269","c7d0bbb2-c626-4bd9-bc22-a873fc21b3ce","mass","low complexity, high function","garn","img/stim_lchf_b.png","right","ind",0,"low","high",4
"270","c7d0bbb2-c626-4bd9-bc22-a873fc21b3ce","mass","low complexity, low function","toma","img/stim_lclf_b.png","right","ind",0,"low","low",5
"271","09942e71-2d18-4501-80b9-89d2843b5921","mass","low complexity, low function","toma","img/stim_lclf_b.png","right","con",1,"low","low",1
"272","09942e71-2d18-4501-80b9-89d2843b5921","mass","low complexity, high function","blicket","img/stim_lchf_a.png","right","ind",0,"low","high",2
"273","09942e71-2d18-4501-80b9-89d2843b5921","mass","high complexity, high function","zorp","img/stim_hchf_b.png","right","ind",0,"high","high",3
"274","09942e71-2d18-4501-80b9-89d2843b5921","mass","medium complexity, medium function","garn","img/stim_mcmf_a.png","right","con",1,"medium","medium",4
"275","09942e71-2d18-4501-80b9-89d2843b5921","mass","high complexity, low function","sarel","img/stim_hclf_a.png","right","con",1,"high","low",5
"276","ff4801ac-4786-4f10-ab6a-923102d35f62","mass","low complexity, high function","toma","img/stim_lchf_a.png","left","ind",0,"low","high",1
"277","ff4801ac-4786-4f10-ab6a-923102d35f62","mass","high complexity, high function","garn","img/stim_hchf_b.png","left","con",1,"high","high",2
"278","ff4801ac-4786-4f10-ab6a-923102d35f62","mass","high complexity, low function","sarel","img/stim_hclf_b.png","right","con",1,"high","low",3
"279","ff4801ac-4786-4f10-ab6a-923102d35f62","mass","low complexity, low function","blicket","img/stim_lclf_b.png","right","ind",0,"low","low",4
"280","ff4801ac-4786-4f10-ab6a-923102d35f62","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","left","ind",0,"medium","medium",5
"281","cdc16071-0734-46d0-84bb-7b24f034869a","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","con",1,"medium","medium",1
"282","cdc16071-0734-46d0-84bb-7b24f034869a","mass","high complexity, high function","blicket","img/stim_hchf_b.png","right","ind",0,"high","high",2
"283","cdc16071-0734-46d0-84bb-7b24f034869a","mass","low complexity, high function","sarel","img/stim_lchf_a.png","left","ind",0,"low","high",3
"284","cdc16071-0734-46d0-84bb-7b24f034869a","mass","high complexity, low function","toma","img/stim_hclf_b.png","left","ind",0,"high","low",4
"285","cdc16071-0734-46d0-84bb-7b24f034869a","mass","low complexity, low function","zorp","img/stim_lclf_a.png","right","ind",0,"low","low",5
"286","955e61bf-ff62-44ec-ae85-1a9a8157cd7b","mass","high complexity, low function","sarel","img/stim_hclf_a.png","left","ind",0,"high","low",1
"287","955e61bf-ff62-44ec-ae85-1a9a8157cd7b","mass","high complexity, high function","zorp","img/stim_hchf_b.png","right","ind",0,"high","high",2
"288","955e61bf-ff62-44ec-ae85-1a9a8157cd7b","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","ind",0,"medium","medium",3
"289","955e61bf-ff62-44ec-ae85-1a9a8157cd7b","mass","low complexity, high function","blicket","img/stim_lchf_b.png","right","con",1,"low","high",4
"290","955e61bf-ff62-44ec-ae85-1a9a8157cd7b","mass","low complexity, low function","toma","img/stim_lclf_a.png","left","ind",0,"low","low",5
"291","65e828a7-9a60-4efa-8aa1-4ff0166fc657","mass","low complexity, high function","blicket","img/stim_lchf_a.png","right","ind",0,"low","high",1
"292","65e828a7-9a60-4efa-8aa1-4ff0166fc657","mass","low complexity, low function","sarel","img/stim_lclf_b.png","left","ind",0,"low","low",2
"293","65e828a7-9a60-4efa-8aa1-4ff0166fc657","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","left","con",1,"medium","medium",3
"294","65e828a7-9a60-4efa-8aa1-4ff0166fc657","mass","high complexity, low function","garn","img/stim_hclf_a.png","right","ind",0,"high","low",4
"295","65e828a7-9a60-4efa-8aa1-4ff0166fc657","mass","high complexity, high function","toma","img/stim_hchf_a.png","left","ind",0,"high","high",5
"296","60a496c2-7167-451e-a3cc-949475cd96e2","mass","low complexity, high function","garn","img/stim_lchf_b.png","left","con",1,"low","high",1
"297","60a496c2-7167-451e-a3cc-949475cd96e2","mass","low complexity, low function","blicket","img/stim_lclf_a.png","right","ind",0,"low","low",2
"298","60a496c2-7167-451e-a3cc-949475cd96e2","mass","medium complexity, medium function","zorp","img/stim_mcmf_b.png","right","con",1,"medium","medium",3
"299","60a496c2-7167-451e-a3cc-949475cd96e2","mass","high complexity, low function","sarel","img/stim_hclf_a.png","right","ind",0,"high","low",4
"300","60a496c2-7167-451e-a3cc-949475cd96e2","mass","high complexity, high function","toma","img/stim_hchf_a.png","right","con",1,"high","high",5
"301","9e26730d-5f55-4147-861e-40ed994df62b","mass","high complexity, high function","garn","img/stim_hchf_b.png","left","ind",0,"high","high",1
"302","9e26730d-5f55-4147-861e-40ed994df62b","mass","low complexity, high function","zorp","img/stim_lchf_b.png","right","con",1,"low","high",2
"303","9e26730d-5f55-4147-861e-40ed994df62b","mass","low complexity, low function","sarel","img/stim_lclf_b.png","left","con",1,"low","low",3
"304","9e26730d-5f55-4147-861e-40ed994df62b","mass","high complexity, low function","toma","img/stim_hclf_b.png","left","con",1,"high","low",4
"305","9e26730d-5f55-4147-861e-40ed994df62b","mass","medium complexity, medium function","blicket","img/stim_mcmf_b.png","left","con",1,"medium","medium",5
"306","a8df4734-a114-4af2-a2b3-3f6dbecd0b52","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","right","con",1,"medium","medium",1
"307","a8df4734-a114-4af2-a2b3-3f6dbecd0b52","mass","high complexity, low function","blicket","img/stim_hclf_a.png","left","con",1,"high","low",2
"308","a8df4734-a114-4af2-a2b3-3f6dbecd0b52","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","ind",0,"low","low",3
"309","a8df4734-a114-4af2-a2b3-3f6dbecd0b52","mass","high complexity, high function","sarel","img/stim_hchf_a.png","right","con",1,"high","high",4
"310","a8df4734-a114-4af2-a2b3-3f6dbecd0b52","mass","low complexity, high function","toma","img/stim_lchf_a.png","right","con",1,"low","high",5
"311","57a63a36-866a-469b-a2cb-df4e4c4a19c9","mass","low complexity, low function","garn","img/stim_lclf_a.png","left","ind",0,"low","low",1
"312","57a63a36-866a-469b-a2cb-df4e4c4a19c9","mass","high complexity, low function","toma","img/stim_hclf_a.png","left","con",1,"high","low",2
"313","57a63a36-866a-469b-a2cb-df4e4c4a19c9","mass","medium complexity, medium function","sarel","img/stim_mcmf_b.png","right","ind",0,"medium","medium",3
"314","57a63a36-866a-469b-a2cb-df4e4c4a19c9","mass","low complexity, high function","blicket","img/stim_lchf_a.png","right","con",1,"low","high",4
"315","57a63a36-866a-469b-a2cb-df4e4c4a19c9","mass","high complexity, high function","zorp","img/stim_hchf_a.png","left","con",1,"high","high",5
"316","dd22d4a1-a687-4791-9aee-8081c33c97d5","mass","high complexity, low function","sarel","img/stim_hclf_a.png","right","ind",0,"high","low",1
"317","dd22d4a1-a687-4791-9aee-8081c33c97d5","mass","low complexity, high function","toma","img/stim_lchf_a.png","right","ind",0,"low","high",2
"318","dd22d4a1-a687-4791-9aee-8081c33c97d5","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","con",1,"medium","medium",3
"319","dd22d4a1-a687-4791-9aee-8081c33c97d5","mass","high complexity, high function","blicket","img/stim_hchf_a.png","right","ind",0,"high","high",4
"320","dd22d4a1-a687-4791-9aee-8081c33c97d5","mass","low complexity, low function","zorp","img/stim_lclf_b.png","left","con",1,"low","low",5
"321","cc0cd547-11dc-4f14-aa40-2daff8ccfa0e","mass","high complexity, high function","zorp","img/stim_hchf_b.png","right","ind",0,"high","high",1
"322","cc0cd547-11dc-4f14-aa40-2daff8ccfa0e","mass","low complexity, high function","blicket","img/stim_lchf_b.png","left","ind",0,"low","high",2
"323","cc0cd547-11dc-4f14-aa40-2daff8ccfa0e","mass","medium complexity, medium function","toma","img/stim_mcmf_b.png","right","ind",0,"medium","medium",3
"324","cc0cd547-11dc-4f14-aa40-2daff8ccfa0e","mass","low complexity, low function","sarel","img/stim_lclf_a.png","right","ind",0,"low","low",4
"325","cc0cd547-11dc-4f14-aa40-2daff8ccfa0e","mass","high complexity, low function","garn","img/stim_hclf_b.png","left","ind",0,"high","low",5
"326","3683a82c-8f00-43e0-874d-5a823c6730b7","mass","low complexity, high function","garn","img/stim_lchf_a.png","left","con",1,"low","high",1
"327","3683a82c-8f00-43e0-874d-5a823c6730b7","mass","high complexity, high function","toma","img/stim_hchf_b.png","left","con",1,"high","high",2
"328","3683a82c-8f00-43e0-874d-5a823c6730b7","mass","high complexity, low function","blicket","img/stim_hclf_a.png","right","con",1,"high","low",3
"329","3683a82c-8f00-43e0-874d-5a823c6730b7","mass","low complexity, low function","zorp","img/stim_lclf_b.png","left","con",1,"low","low",4
"330","3683a82c-8f00-43e0-874d-5a823c6730b7","mass","medium complexity, medium function","sarel","img/stim_mcmf_a.png","right","ind",0,"medium","medium",5
"331","1d4ce8c5-39b2-4511-9432-e6dfc85b17bf","mass","high complexity, low function","blicket","img/stim_hclf_b.png","right","ind",0,"high","low",1
"332","1d4ce8c5-39b2-4511-9432-e6dfc85b17bf","mass","low complexity, high function","toma","img/stim_lchf_a.png","left","con",1,"low","high",2
"333","1d4ce8c5-39b2-4511-9432-e6dfc85b17bf","mass","high complexity, high function","sarel","img/stim_hchf_b.png","left","ind",0,"high","high",3
"334","1d4ce8c5-39b2-4511-9432-e6dfc85b17bf","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","ind",0,"low","low",4
"335","1d4ce8c5-39b2-4511-9432-e6dfc85b17bf","mass","medium complexity, medium function","zorp","img/stim_mcmf_b.png","right","ind",0,"medium","medium",5
"336","6b4ef9a6-8b83-40a7-91be-da64c2c79ed5","mass","high complexity, low function","garn","img/stim_hclf_a.png","left","con",1,"high","low",1
"337","6b4ef9a6-8b83-40a7-91be-da64c2c79ed5","mass","low complexity, high function","blicket","img/stim_lchf_a.png","right","con",1,"low","high",2
"338","6b4ef9a6-8b83-40a7-91be-da64c2c79ed5","mass","medium complexity, medium function","sarel","img/stim_mcmf_a.png","left","ind",0,"medium","medium",3
"339","6b4ef9a6-8b83-40a7-91be-da64c2c79ed5","mass","low complexity, low function","toma","img/stim_lclf_b.png","right","ind",0,"low","low",4
"340","6b4ef9a6-8b83-40a7-91be-da64c2c79ed5","mass","high complexity, high function","zorp","img/stim_hchf_a.png","left","ind",0,"high","high",5
"341","d649e808-723f-4a56-a5c5-a74105989cb6","mass","low complexity, high function","blicket","img/stim_lchf_a.png","left","ind",0,"low","high",1
"342","d649e808-723f-4a56-a5c5-a74105989cb6","mass","low complexity, low function","sarel","img/stim_lclf_a.png","left","con",1,"low","low",2
"343","d649e808-723f-4a56-a5c5-a74105989cb6","mass","high complexity, low function","toma","img/stim_hclf_b.png","right","con",1,"high","low",3
"344","d649e808-723f-4a56-a5c5-a74105989cb6","mass","high complexity, high function","zorp","img/stim_hchf_b.png","left","con",1,"high","high",4
"345","d649e808-723f-4a56-a5c5-a74105989cb6","mass","medium complexity, medium function","garn","img/stim_mcmf_a.png","right","con",1,"medium","medium",5
"346","b7333405-32aa-4b29-946c-6b078d85fa8c","mass","high complexity, high function","toma","img/stim_hchf_b.png","right","ind",0,"high","high",1
"347","b7333405-32aa-4b29-946c-6b078d85fa8c","mass","low complexity, high function","sarel","img/stim_lchf_a.png","left","ind",0,"low","high",2
"348","b7333405-32aa-4b29-946c-6b078d85fa8c","mass","low complexity, low function","blicket","img/stim_lclf_a.png","left","con",1,"low","low",3
"349","b7333405-32aa-4b29-946c-6b078d85fa8c","mass","high complexity, low function","garn","img/stim_hclf_a.png","right","ind",0,"high","low",4
"350","b7333405-32aa-4b29-946c-6b078d85fa8c","mass","medium complexity, medium function","zorp","img/stim_mcmf_b.png","right","ind",0,"medium","medium",5
"351","ccaf35ef-9d81-4b0b-b1f7-9995ba21b051","mass","high complexity, low function","sarel","img/stim_hclf_a.png","right","ind",0,"high","low",1
"352","ccaf35ef-9d81-4b0b-b1f7-9995ba21b051","mass","medium complexity, medium function","toma","img/stim_mcmf_a.png","left","con",1,"medium","medium",2
"353","ccaf35ef-9d81-4b0b-b1f7-9995ba21b051","mass","low complexity, high function","garn","img/stim_lchf_b.png","left","con",1,"low","high",3
"354","ccaf35ef-9d81-4b0b-b1f7-9995ba21b051","mass","high complexity, high function","zorp","img/stim_hchf_b.png","left","con",1,"high","high",4
"355","ccaf35ef-9d81-4b0b-b1f7-9995ba21b051","mass","low complexity, low function","blicket","img/stim_lclf_a.png","right","ind",0,"low","low",5
"356","33fddb20-03a2-4b08-a900-adeab64c9ada","mass","low complexity, high function","zorp","img/stim_lchf_b.png","right","ind",0,"low","high",1
"357","33fddb20-03a2-4b08-a900-adeab64c9ada","mass","high complexity, low function","garn","img/stim_hclf_b.png","left","ind",0,"high","low",2
"358","33fddb20-03a2-4b08-a900-adeab64c9ada","mass","high complexity, high function","toma","img/stim_hchf_b.png","right","ind",0,"high","high",3
"359","33fddb20-03a2-4b08-a900-adeab64c9ada","mass","low complexity, low function","sarel","img/stim_lclf_a.png","left","ind",0,"low","low",4
"360","33fddb20-03a2-4b08-a900-adeab64c9ada","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","right","ind",0,"medium","medium",5
"361","5a898b11-4ef2-4c6c-b468-3ae8799f4be8","mass","high complexity, high function","garn","img/stim_hchf_a.png","right","ind",0,"high","high",1
"362","5a898b11-4ef2-4c6c-b468-3ae8799f4be8","mass","low complexity, low function","sarel","img/stim_lclf_a.png","left","ind",0,"low","low",2
"363","5a898b11-4ef2-4c6c-b468-3ae8799f4be8","mass","high complexity, low function","zorp","img/stim_hclf_a.png","right","con",1,"high","low",3
"364","5a898b11-4ef2-4c6c-b468-3ae8799f4be8","mass","low complexity, high function","blicket","img/stim_lchf_a.png","right","ind",0,"low","high",4
"365","5a898b11-4ef2-4c6c-b468-3ae8799f4be8","mass","medium complexity, medium function","toma","img/stim_mcmf_b.png","left","con",1,"medium","medium",5
