"","subject_id","condition","category","label","selected_group","selected_group_location","selected_group_semantics","selected_concurrent_func","category_complexity","category_function","trial_index"
"366","3103a941-4937-4dde-b272-d5c9de5a1112","mass","high complexity, low function","toma","img/stim_hclf_b.png","left","ind",0,"high","low",1
"367","3103a941-4937-4dde-b272-d5c9de5a1112","mass","high complexity, high function","blicket","img/stim_hchf_b.png","left","con",1,"high","high",2
"368","3103a941-4937-4dde-b272-d5c9de5a1112","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","right","con",1,"medium","medium",3
"369","3103a941-4937-4dde-b272-d5c9de5a1112","mass","low complexity, low function","zorp","img/stim_lclf_a.png","left","ind",0,"low","low",4
"370","3103a941-4937-4dde-b272-d5c9de5a1112","mass","low complexity, high function","sarel","img/stim_lchf_b.png","left","con",1,"low","high",5
"371","1e996bb1-3e5f-4ba6-9ac3-aaf4a550fe4b","mass","low complexity, low function","zorp","img/stim_lclf_a.png","right","con",1,"low","low",1
"372","1e996bb1-3e5f-4ba6-9ac3-aaf4a550fe4b","mass","low complexity, high function","toma","img/stim_lchf_a.png","left","ind",0,"low","high",2
"373","1e996bb1-3e5f-4ba6-9ac3-aaf4a550fe4b","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","right","ind",0,"medium","medium",3
"374","1e996bb1-3e5f-4ba6-9ac3-aaf4a550fe4b","mass","high complexity, low function","sarel","img/stim_hclf_a.png","left","ind",0,"high","low",4
"375","1e996bb1-3e5f-4ba6-9ac3-aaf4a550fe4b","mass","high complexity, high function","blicket","img/stim_hchf_a.png","right","ind",0,"high","high",5
"376","4571b5fc-9b4b-4067-9794-ac9fc6dc2a69","mass","low complexity, low function","zorp","img/stim_lclf_b.png","left","ind",0,"low","low",1
"377","4571b5fc-9b4b-4067-9794-ac9fc6dc2a69","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","con",1,"high","low",2
"378","4571b5fc-9b4b-4067-9794-ac9fc6dc2a69","mass","low complexity, high function","toma","img/stim_lchf_b.png","right","ind",0,"low","high",3
"379","4571b5fc-9b4b-4067-9794-ac9fc6dc2a69","mass","high complexity, high function","garn","img/stim_hchf_b.png","right","con",1,"high","high",4
"380","4571b5fc-9b4b-4067-9794-ac9fc6dc2a69","mass","medium complexity, medium function","blicket","img/stim_mcmf_b.png","left","con",1,"medium","medium",5
"381","2727bfea-1f05-4a35-9df4-27713e4abe4d","mass","low complexity, high function","zorp","img/stim_lchf_b.png","right","ind",0,"low","high",1
"382","2727bfea-1f05-4a35-9df4-27713e4abe4d","mass","low complexity, low function","blicket","img/stim_lclf_a.png","right","ind",0,"low","low",2
"383","2727bfea-1f05-4a35-9df4-27713e4abe4d","mass","high complexity, low function","garn","img/stim_hclf_a.png","left","ind",0,"high","low",3
"384","2727bfea-1f05-4a35-9df4-27713e4abe4d","mass","medium complexity, medium function","toma","img/stim_mcmf_b.png","left","ind",0,"medium","medium",4
"385","2727bfea-1f05-4a35-9df4-27713e4abe4d","mass","high complexity, high function","sarel","img/stim_hchf_b.png","left","ind",0,"high","high",5
"386","e7d3d03a-2ff3-47f9-8b85-95b91be350bf","mass","low complexity, low function","blicket","img/stim_lclf_b.png","left","con",1,"low","low",1
"387","e7d3d03a-2ff3-47f9-8b85-95b91be350bf","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","con",1,"high","low",2
"388","e7d3d03a-2ff3-47f9-8b85-95b91be350bf","mass","low complexity, high function","zorp","img/stim_lchf_a.png","right","ind",0,"low","high",3
"389","e7d3d03a-2ff3-47f9-8b85-95b91be350bf","mass","medium complexity, medium function","garn","img/stim_mcmf_a.png","left","con",1,"medium","medium",4
"390","e7d3d03a-2ff3-47f9-8b85-95b91be350bf","mass","high complexity, high function","toma","img/stim_hchf_b.png","right","ind",0,"high","high",5
"391","32730bb0-0ca0-4826-9e54-1aebfad34bd3","mass","high complexity, low function","zorp","img/stim_hclf_b.png","right","ind",0,"high","low",1
"392","32730bb0-0ca0-4826-9e54-1aebfad34bd3","mass","low complexity, low function","blicket","img/stim_lclf_b.png","left","ind",0,"low","low",2
"393","32730bb0-0ca0-4826-9e54-1aebfad34bd3","mass","low complexity, high function","garn","img/stim_lchf_a.png","right","con",1,"low","high",3
"394","32730bb0-0ca0-4826-9e54-1aebfad34bd3","mass","high complexity, high function","sarel","img/stim_hchf_a.png","left","ind",0,"high","high",4
"395","32730bb0-0ca0-4826-9e54-1aebfad34bd3","mass","medium complexity, medium function","toma","img/stim_mcmf_b.png","left","ind",0,"medium","medium",5
"396","8e904a79-d0a0-4247-997a-accef22aad36","mass","high complexity, high function","toma","img/stim_hchf_a.png","right","ind",0,"high","high",1
"397","8e904a79-d0a0-4247-997a-accef22aad36","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","left","con",1,"medium","medium",2
"398","8e904a79-d0a0-4247-997a-accef22aad36","mass","low complexity, high function","garn","img/stim_lchf_b.png","right","ind",0,"low","high",3
"399","8e904a79-d0a0-4247-997a-accef22aad36","mass","low complexity, low function","blicket","img/stim_lclf_b.png","right","con",1,"low","low",4
"400","8e904a79-d0a0-4247-997a-accef22aad36","mass","high complexity, low function","sarel","img/stim_hclf_b.png","right","ind",0,"high","low",5
"401","da1aa6ba-9eba-43ce-8e18-be6fb7fcd3e8","mass","low complexity, high function","zorp","img/stim_lchf_a.png","left","con",1,"low","high",1
"402","da1aa6ba-9eba-43ce-8e18-be6fb7fcd3e8","mass","low complexity, low function","toma","img/stim_lclf_b.png","left","con",1,"low","low",2
"403","da1aa6ba-9eba-43ce-8e18-be6fb7fcd3e8","mass","high complexity, low function","garn","img/stim_hclf_a.png","right","con",1,"high","low",3
"404","da1aa6ba-9eba-43ce-8e18-be6fb7fcd3e8","mass","high complexity, high function","blicket","img/stim_hchf_b.png","right","ind",0,"high","high",4
"405","da1aa6ba-9eba-43ce-8e18-be6fb7fcd3e8","mass","medium complexity, medium function","sarel","img/stim_mcmf_b.png","left","ind",0,"medium","medium",5
"406","6d593ca7-e548-4402-9dd7-dcf8b6493f84","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","right","ind",0,"medium","medium",1
"407","6d593ca7-e548-4402-9dd7-dcf8b6493f84","mass","high complexity, high function","zorp","img/stim_hchf_b.png","right","ind",0,"high","high",2
"408","6d593ca7-e548-4402-9dd7-dcf8b6493f84","mass","low complexity, low function","toma","img/stim_lclf_a.png","left","ind",0,"low","low",3
"409","6d593ca7-e548-4402-9dd7-dcf8b6493f84","mass","high complexity, low function","garn","img/stim_hclf_a.png","left","ind",0,"high","low",4
"410","6d593ca7-e548-4402-9dd7-dcf8b6493f84","mass","low complexity, high function","sarel","img/stim_lchf_b.png","left","ind",0,"low","high",5
"411","481717c3-2318-4d5f-a578-18024ecbcbee","mass","high complexity, low function","zorp","img/stim_hclf_b.png","right","ind",0,"high","low",1
"412","481717c3-2318-4d5f-a578-18024ecbcbee","mass","high complexity, high function","toma","img/stim_hchf_b.png","right","con",1,"high","high",2
"413","481717c3-2318-4d5f-a578-18024ecbcbee","mass","low complexity, low function","blicket","img/stim_lclf_a.png","left","con",1,"low","low",3
"414","481717c3-2318-4d5f-a578-18024ecbcbee","mass","low complexity, high function","garn","img/stim_lchf_a.png","left","con",1,"low","high",4
"415","481717c3-2318-4d5f-a578-18024ecbcbee","mass","medium complexity, medium function","sarel","img/stim_mcmf_a.png","right","ind",0,"medium","medium",5
"416","0de297d8-ae71-4fb8-8221-f48a3dda4bb0","mass","low complexity, high function","toma","img/stim_lchf_b.png","left","ind",0,"low","high",1
"417","0de297d8-ae71-4fb8-8221-f48a3dda4bb0","mass","medium complexity, medium function","blicket","img/stim_mcmf_b.png","left","con",1,"medium","medium",2
"418","0de297d8-ae71-4fb8-8221-f48a3dda4bb0","mass","high complexity, high function","sarel","img/stim_hchf_b.png","right","con",1,"high","high",3
"419","0de297d8-ae71-4fb8-8221-f48a3dda4bb0","mass","low complexity, low function","garn","img/stim_lclf_a.png","left","con",1,"low","low",4
"420","0de297d8-ae71-4fb8-8221-f48a3dda4bb0","mass","high complexity, low function","zorp","img/stim_hclf_b.png","right","ind",0,"high","low",5
"421","55ab84e3-99db-45e4-934a-5fa56d1e1581","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","ind",0,"low","low",1
"422","55ab84e3-99db-45e4-934a-5fa56d1e1581","mass","high complexity, low function","toma","img/stim_hclf_b.png","left","ind",0,"high","low",2
"423","55ab84e3-99db-45e4-934a-5fa56d1e1581","mass","low complexity, high function","zorp","img/stim_lchf_a.png","right","ind",0,"low","high",3
"424","55ab84e3-99db-45e4-934a-5fa56d1e1581","mass","high complexity, high function","sarel","img/stim_hchf_b.png","left","con",1,"high","high",4
"425","55ab84e3-99db-45e4-934a-5fa56d1e1581","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","right","ind",0,"medium","medium",5
"426","cc56c5f0-9c4f-451d-8376-3d340332fdb4","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","right","ind",0,"medium","medium",1
"427","cc56c5f0-9c4f-451d-8376-3d340332fdb4","mass","high complexity, high function","zorp","img/stim_hchf_b.png","left","ind",0,"high","high",2
"428","cc56c5f0-9c4f-451d-8376-3d340332fdb4","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","ind",0,"high","low",3
"429","cc56c5f0-9c4f-451d-8376-3d340332fdb4","mass","low complexity, low function","toma","img/stim_lclf_b.png","right","con",1,"low","low",4
"430","cc56c5f0-9c4f-451d-8376-3d340332fdb4","mass","low complexity, high function","garn","img/stim_lchf_a.png","left","ind",0,"low","high",5
"431","e8f9273f-9b27-4b2f-8666-4bb967f19b1b","mass","high complexity, low function","blicket","img/stim_hclf_b.png","left","ind",0,"high","low",1
"432","e8f9273f-9b27-4b2f-8666-4bb967f19b1b","mass","low complexity, low function","zorp","img/stim_lclf_b.png","left","con",1,"low","low",2
"433","e8f9273f-9b27-4b2f-8666-4bb967f19b1b","mass","high complexity, high function","sarel","img/stim_hchf_b.png","right","con",1,"high","high",3
"434","e8f9273f-9b27-4b2f-8666-4bb967f19b1b","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","con",1,"medium","medium",4
"435","e8f9273f-9b27-4b2f-8666-4bb967f19b1b","mass","low complexity, high function","toma","img/stim_lchf_b.png","left","con",1,"low","high",5
"436","b75ef09e-ab6d-4bf2-9ff9-028c3570dd02","mass","low complexity, low function","sarel","img/stim_lclf_b.png","right","ind",0,"low","low",1
"437","b75ef09e-ab6d-4bf2-9ff9-028c3570dd02","mass","low complexity, high function","blicket","img/stim_lchf_a.png","left","con",1,"low","high",2
"438","b75ef09e-ab6d-4bf2-9ff9-028c3570dd02","mass","high complexity, high function","toma","img/stim_hchf_a.png","right","con",1,"high","high",3
"439","b75ef09e-ab6d-4bf2-9ff9-028c3570dd02","mass","high complexity, low function","zorp","img/stim_hclf_b.png","left","ind",0,"high","low",4
"440","b75ef09e-ab6d-4bf2-9ff9-028c3570dd02","mass","medium complexity, medium function","garn","img/stim_mcmf_a.png","left","con",1,"medium","medium",5
"441","db699ef1-80fe-4a88-81a0-490f2087c4b8","mass","medium complexity, medium function","zorp","img/stim_mcmf_b.png","right","ind",0,"medium","medium",1
"442","db699ef1-80fe-4a88-81a0-490f2087c4b8","mass","high complexity, high function","blicket","img/stim_hchf_b.png","right","ind",0,"high","high",2
"443","db699ef1-80fe-4a88-81a0-490f2087c4b8","mass","high complexity, low function","toma","img/stim_hclf_a.png","left","ind",0,"high","low",3
"444","db699ef1-80fe-4a88-81a0-490f2087c4b8","mass","low complexity, low function","garn","img/stim_lclf_a.png","left","ind",0,"low","low",4
"445","db699ef1-80fe-4a88-81a0-490f2087c4b8","mass","low complexity, high function","sarel","img/stim_lchf_a.png","left","ind",0,"low","high",5
"446","f480d437-a0cc-44c6-8201-f9e036aae8dc","mass","low complexity, low function","zorp","img/stim_lclf_a.png","left","con",1,"low","low",1
"447","f480d437-a0cc-44c6-8201-f9e036aae8dc","mass","low complexity, high function","sarel","img/stim_lchf_b.png","right","con",1,"low","high",2
"448","f480d437-a0cc-44c6-8201-f9e036aae8dc","mass","high complexity, low function","toma","img/stim_hclf_b.png","right","con",1,"high","low",3
"449","f480d437-a0cc-44c6-8201-f9e036aae8dc","mass","high complexity, high function","blicket","img/stim_hchf_a.png","left","con",1,"high","high",4
"450","f480d437-a0cc-44c6-8201-f9e036aae8dc","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","con",1,"medium","medium",5
"451","01552b63-739c-42c7-b60b-30cda67e4a7a","mass","high complexity, low function","zorp","img/stim_hclf_b.png","left","ind",0,"high","low",1
"452","01552b63-739c-42c7-b60b-30cda67e4a7a","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","ind",0,"low","low",2
"453","01552b63-739c-42c7-b60b-30cda67e4a7a","mass","medium complexity, medium function","toma","img/stim_mcmf_a.png","right","con",1,"medium","medium",3
"454","01552b63-739c-42c7-b60b-30cda67e4a7a","mass","high complexity, high function","blicket","img/stim_hchf_b.png","right","con",1,"high","high",4
"455","01552b63-739c-42c7-b60b-30cda67e4a7a","mass","low complexity, high function","sarel","img/stim_lchf_b.png","left","con",1,"low","high",5
"456","26513fc8-0c37-4c57-8bfa-23d4c64a944d","mass","high complexity, low function","sarel","img/stim_hclf_a.png","right","ind",0,"high","low",1
"457","26513fc8-0c37-4c57-8bfa-23d4c64a944d","mass","high complexity, high function","garn","img/stim_hchf_b.png","right","ind",0,"high","high",2
"458","26513fc8-0c37-4c57-8bfa-23d4c64a944d","mass","low complexity, low function","blicket","img/stim_lclf_b.png","left","ind",0,"low","low",3
"459","26513fc8-0c37-4c57-8bfa-23d4c64a944d","mass","low complexity, high function","zorp","img/stim_lchf_a.png","right","con",1,"low","high",4
"460","26513fc8-0c37-4c57-8bfa-23d4c64a944d","mass","medium complexity, medium function","toma","img/stim_mcmf_b.png","left","con",1,"medium","medium",5
"461","efadce88-dd5f-4110-b2c4-44cd0d78625e","mass","medium complexity, medium function","garn","img/stim_mcmf_a.png","right","ind",0,"medium","medium",1
"462","efadce88-dd5f-4110-b2c4-44cd0d78625e","mass","high complexity, high function","zorp","img/stim_hchf_b.png","left","ind",0,"high","high",2
"463","efadce88-dd5f-4110-b2c4-44cd0d78625e","mass","low complexity, high function","sarel","img/stim_lchf_a.png","left","con",1,"low","high",3
"464","efadce88-dd5f-4110-b2c4-44cd0d78625e","mass","low complexity, low function","blicket","img/stim_lclf_b.png","left","ind",0,"low","low",4
"465","efadce88-dd5f-4110-b2c4-44cd0d78625e","mass","high complexity, low function","toma","img/stim_hclf_a.png","right","con",1,"high","low",5
"466","3fdbc9ac-2368-4505-b604-146357eb5b81","mass","medium complexity, medium function","blicket","img/stim_mcmf_b.png","left","con",1,"medium","medium",1
"467","3fdbc9ac-2368-4505-b604-146357eb5b81","mass","high complexity, high function","garn","img/stim_hchf_a.png","right","con",1,"high","high",2
"468","3fdbc9ac-2368-4505-b604-146357eb5b81","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","con",1,"high","low",3
"469","3fdbc9ac-2368-4505-b604-146357eb5b81","mass","low complexity, high function","toma","img/stim_lchf_a.png","left","ind",0,"low","high",4
"470","3fdbc9ac-2368-4505-b604-146357eb5b81","mass","low complexity, low function","zorp","img/stim_lclf_a.png","right","ind",0,"low","low",5
"471","1e849435-6c5e-4696-9b12-d2b0ce3293bd","mass","low complexity, high function","blicket","img/stim_lchf_b.png","left","ind",0,"low","high",1
"472","1e849435-6c5e-4696-9b12-d2b0ce3293bd","mass","high complexity, low function","garn","img/stim_hclf_a.png","right","con",1,"high","low",2
"473","1e849435-6c5e-4696-9b12-d2b0ce3293bd","mass","low complexity, low function","toma","img/stim_lclf_b.png","left","con",1,"low","low",3
"474","1e849435-6c5e-4696-9b12-d2b0ce3293bd","mass","medium complexity, medium function","zorp","img/stim_mcmf_b.png","left","ind",0,"medium","medium",4
"475","1e849435-6c5e-4696-9b12-d2b0ce3293bd","mass","high complexity, high function","sarel","img/stim_hchf_b.png","right","ind",0,"high","high",5
"476","ba66fc5d-7157-4d97-a791-6e0793697236","mass","low complexity, high function","blicket","img/stim_lchf_a.png","left","ind",0,"low","high",1
"477","ba66fc5d-7157-4d97-a791-6e0793697236","mass","high complexity, high function","sarel","img/stim_hchf_a.png","right","con",1,"high","high",2
"478","ba66fc5d-7157-4d97-a791-6e0793697236","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","right","ind",0,"medium","medium",3
"479","ba66fc5d-7157-4d97-a791-6e0793697236","mass","high complexity, low function","toma","img/stim_hclf_a.png","right","con",1,"high","low",4
"480","ba66fc5d-7157-4d97-a791-6e0793697236","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","con",1,"low","low",5
"481","9e542137-266b-42ce-add7-6c8711dcd7c4","mass","low complexity, low function","sarel","img/stim_lclf_a.png","left","con",1,"low","low",1
"482","9e542137-266b-42ce-add7-6c8711dcd7c4","mass","high complexity, high function","blicket","img/stim_hchf_a.png","right","con",1,"high","high",2
"483","9e542137-266b-42ce-add7-6c8711dcd7c4","mass","low complexity, high function","zorp","img/stim_lchf_a.png","left","con",1,"low","high",3
"484","9e542137-266b-42ce-add7-6c8711dcd7c4","mass","high complexity, low function","toma","img/stim_hclf_b.png","left","con",1,"high","low",4
"485","9e542137-266b-42ce-add7-6c8711dcd7c4","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","right","con",1,"medium","medium",5
"486","19051ec3-fca9-46f0-9d9b-0401281e15b1","mass","low complexity, high function","toma","img/stim_lchf_a.png","right","ind",0,"low","high",1
"487","19051ec3-fca9-46f0-9d9b-0401281e15b1","mass","medium complexity, medium function","zorp","img/stim_mcmf_b.png","left","con",1,"medium","medium",2
"488","19051ec3-fca9-46f0-9d9b-0401281e15b1","mass","high complexity, high function","blicket","img/stim_hchf_a.png","right","ind",0,"high","high",3
"489","19051ec3-fca9-46f0-9d9b-0401281e15b1","mass","low complexity, low function","garn","img/stim_lclf_b.png","right","con",1,"low","low",4
"490","19051ec3-fca9-46f0-9d9b-0401281e15b1","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","con",1,"high","low",5
"491","f241fdf7-9ca0-4d03-951e-fc4a4f1af7bc","mass","high complexity, high function","garn","img/stim_hchf_a.png","left","ind",0,"high","high",1
"492","f241fdf7-9ca0-4d03-951e-fc4a4f1af7bc","mass","low complexity, high function","toma","img/stim_lchf_b.png","right","con",1,"low","high",2
"493","f241fdf7-9ca0-4d03-951e-fc4a4f1af7bc","mass","high complexity, low function","sarel","img/stim_hclf_a.png","left","ind",0,"high","low",3
"494","f241fdf7-9ca0-4d03-951e-fc4a4f1af7bc","mass","low complexity, low function","zorp","img/stim_lclf_a.png","right","ind",0,"low","low",4
"495","f241fdf7-9ca0-4d03-951e-fc4a4f1af7bc","mass","medium complexity, medium function","blicket","img/stim_mcmf_b.png","left","con",1,"medium","medium",5
"496","bcb82631-f730-498b-ac1d-1192351e024a","mass","low complexity, low function","sarel","img/stim_lclf_a.png","left","ind",0,"low","low",1
"497","bcb82631-f730-498b-ac1d-1192351e024a","mass","high complexity, low function","zorp","img/stim_hclf_b.png","right","ind",0,"high","low",2
"498","bcb82631-f730-498b-ac1d-1192351e024a","mass","medium complexity, medium function","garn","img/stim_mcmf_a.png","right","ind",0,"medium","medium",3
"499","bcb82631-f730-498b-ac1d-1192351e024a","mass","high complexity, high function","toma","img/stim_hchf_a.png","left","ind",0,"high","high",4
"500","bcb82631-f730-498b-ac1d-1192351e024a","mass","low complexity, high function","blicket","img/stim_lchf_b.png","left","ind",0,"low","high",5
"501","a8696565-e9be-4f7c-bc3c-b4bc19f92edd","mass","high complexity, low function","sarel","img/stim_hclf_a.png","right","ind",0,"high","low",1
"502","a8696565-e9be-4f7c-bc3c-b4bc19f92edd","mass","low complexity, high function","toma","img/stim_lchf_b.png","right","ind",0,"low","high",2
"503","a8696565-e9be-4f7c-bc3c-b4bc19f92edd","mass","medium complexity, medium function","garn","img/stim_mcmf_a.png","left","con",1,"medium","medium",3
"504","a8696565-e9be-4f7c-bc3c-b4bc19f92edd","mass","low complexity, low function","blicket","img/stim_lclf_b.png","right","ind",0,"low","low",4
"505","a8696565-e9be-4f7c-bc3c-b4bc19f92edd","mass","high complexity, high function","zorp","img/stim_hchf_b.png","right","ind",0,"high","high",5
"506","7cb91a78-bcc6-411a-aef0-414ca13d01b0","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","left","ind",0,"medium","medium",1
"507","7cb91a78-bcc6-411a-aef0-414ca13d01b0","mass","low complexity, low function","toma","img/stim_lclf_b.png","right","con",1,"low","low",2
"508","7cb91a78-bcc6-411a-aef0-414ca13d01b0","mass","high complexity, low function","zorp","img/stim_hclf_b.png","right","ind",0,"high","low",3
"509","7cb91a78-bcc6-411a-aef0-414ca13d01b0","mass","low complexity, high function","garn","img/stim_lchf_a.png","right","con",1,"low","high",4
"510","7cb91a78-bcc6-411a-aef0-414ca13d01b0","mass","high complexity, high function","sarel","img/stim_hchf_a.png","left","ind",0,"high","high",5
"511","681a594d-402b-4bed-a6f4-86b759f6709c","mass","low complexity, low function","zorp","img/stim_lclf_b.png","right","ind",0,"low","low",1
"512","681a594d-402b-4bed-a6f4-86b759f6709c","mass","high complexity, low function","garn","img/stim_hclf_a.png","left","con",1,"high","low",2
"513","681a594d-402b-4bed-a6f4-86b759f6709c","mass","high complexity, high function","toma","img/stim_hchf_b.png","right","ind",0,"high","high",3
"514","681a594d-402b-4bed-a6f4-86b759f6709c","mass","low complexity, high function","sarel","img/stim_lchf_b.png","right","con",1,"low","high",4
"515","681a594d-402b-4bed-a6f4-86b759f6709c","mass","medium complexity, medium function","blicket","img/stim_mcmf_b.png","left","con",1,"medium","medium",5
"516","8e2740f7-7643-4eb9-9d62-1045af311510","mass","low complexity, low function","zorp","img/stim_lclf_a.png","left","ind",0,"low","low",1
"517","8e2740f7-7643-4eb9-9d62-1045af311510","mass","high complexity, low function","blicket","img/stim_hclf_b.png","left","ind",0,"high","low",2
"518","8e2740f7-7643-4eb9-9d62-1045af311510","mass","high complexity, high function","garn","img/stim_hchf_a.png","left","ind",0,"high","high",3
"519","8e2740f7-7643-4eb9-9d62-1045af311510","mass","medium complexity, medium function","sarel","img/stim_mcmf_a.png","left","ind",0,"medium","medium",4
"520","8e2740f7-7643-4eb9-9d62-1045af311510","mass","low complexity, high function","toma","img/stim_lchf_a.png","left","ind",0,"low","high",5
"521","8925eb36-d38a-4f80-947e-44633043dac6","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","con",1,"low","low",1
"522","8925eb36-d38a-4f80-947e-44633043dac6","mass","high complexity, low function","sarel","img/stim_hclf_a.png","left","con",1,"high","low",2
"523","8925eb36-d38a-4f80-947e-44633043dac6","mass","low complexity, high function","zorp","img/stim_lchf_b.png","right","ind",0,"low","high",3
"524","8925eb36-d38a-4f80-947e-44633043dac6","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","left","con",1,"medium","medium",4
"525","8925eb36-d38a-4f80-947e-44633043dac6","mass","high complexity, high function","toma","img/stim_hchf_b.png","left","ind",0,"high","high",5
"526","851eea7c-80e4-4bd2-97d0-f5bddbea3c43","mass","high complexity, high function","zorp","img/stim_hchf_b.png","left","con",1,"high","high",1
"527","851eea7c-80e4-4bd2-97d0-f5bddbea3c43","mass","low complexity, high function","toma","img/stim_lchf_b.png","right","ind",0,"low","high",2
"528","851eea7c-80e4-4bd2-97d0-f5bddbea3c43","mass","high complexity, low function","sarel","img/stim_hclf_a.png","right","ind",0,"high","low",3
"529","851eea7c-80e4-4bd2-97d0-f5bddbea3c43","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","ind",0,"low","low",4
"530","851eea7c-80e4-4bd2-97d0-f5bddbea3c43","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","left","con",1,"medium","medium",5
"531","6c97fb8c-59e1-478d-a54f-c278bc835d65","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","right","ind",0,"medium","medium",1
"532","6c97fb8c-59e1-478d-a54f-c278bc835d65","mass","high complexity, low function","toma","img/stim_hclf_b.png","right","ind",0,"high","low",2
"533","6c97fb8c-59e1-478d-a54f-c278bc835d65","mass","low complexity, low function","sarel","img/stim_lclf_a.png","left","ind",0,"low","low",3
"534","6c97fb8c-59e1-478d-a54f-c278bc835d65","mass","low complexity, high function","zorp","img/stim_lchf_b.png","right","ind",0,"low","high",4
"535","6c97fb8c-59e1-478d-a54f-c278bc835d65","mass","high complexity, high function","blicket","img/stim_hchf_b.png","right","ind",0,"high","high",5
"536","3cfa1e72-1503-482b-a08b-6c1eda7d2b8c","mass","high complexity, low function","garn","img/stim_hclf_a.png","right","con",1,"high","low",1
"537","3cfa1e72-1503-482b-a08b-6c1eda7d2b8c","mass","low complexity, high function","blicket","img/stim_lchf_b.png","left","ind",0,"low","high",2
"538","3cfa1e72-1503-482b-a08b-6c1eda7d2b8c","mass","high complexity, high function","sarel","img/stim_hchf_b.png","right","con",1,"high","high",3
"539","3cfa1e72-1503-482b-a08b-6c1eda7d2b8c","mass","low complexity, low function","zorp","img/stim_lclf_b.png","left","ind",0,"low","low",4
"540","3cfa1e72-1503-482b-a08b-6c1eda7d2b8c","mass","medium complexity, medium function","toma","img/stim_mcmf_a.png","left","ind",0,"medium","medium",5
"541","a012ab05-3fff-4ac2-993e-6681d2d1c5bc","mass","medium complexity, medium function","toma","img/stim_mcmf_b.png","right","ind",0,"medium","medium",1
"542","a012ab05-3fff-4ac2-993e-6681d2d1c5bc","mass","low complexity, high function","zorp","img/stim_lchf_a.png","left","ind",0,"low","high",2
"543","a012ab05-3fff-4ac2-993e-6681d2d1c5bc","mass","low complexity, low function","blicket","img/stim_lclf_a.png","left","ind",0,"low","low",3
"544","a012ab05-3fff-4ac2-993e-6681d2d1c5bc","mass","high complexity, high function","garn","img/stim_hchf_a.png","left","ind",0,"high","high",4
"545","a012ab05-3fff-4ac2-993e-6681d2d1c5bc","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","ind",0,"high","low",5
"546","a34c2046-ec7c-456b-ad17-302d66667691","mass","high complexity, low function","garn","img/stim_hclf_a.png","right","con",1,"high","low",1
"547","a34c2046-ec7c-456b-ad17-302d66667691","mass","high complexity, high function","toma","img/stim_hchf_b.png","left","con",1,"high","high",2
"548","a34c2046-ec7c-456b-ad17-302d66667691","mass","medium complexity, medium function","blicket","img/stim_mcmf_b.png","right","con",1,"medium","medium",3
"549","a34c2046-ec7c-456b-ad17-302d66667691","mass","low complexity, low function","zorp","img/stim_lclf_a.png","right","ind",0,"low","low",4
"550","a34c2046-ec7c-456b-ad17-302d66667691","mass","low complexity, high function","sarel","img/stim_lchf_b.png","right","con",1,"low","high",5
